Neighborhood,price_usd,province,Number_of_rooms,Square_meters
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
Cataluña,2600.0,Barcelona,2.0,150.0
Cataluña,700.0,Barcelona,3.0,113.0
Cataluña,1650.0,Barcelona,3.0,85.0
Cataluña,850.0,Barcelona,3.0,100.0
Cataluña,870.0,Barcelona,1.0,55.0
Cataluña,960.0,Barcelona,3.0,105.0
Cataluña,1250.0,Barcelona,1.0,58.0
Cataluña,1175.0,Barcelona,2.0,81.0
Cataluña,3000.0,Barcelona,2.0,80.0
Cataluña,1480.0,Barcelona,2.0,50.0
Cataluña,890.0,Barcelona,3.0,48.0
Cataluña,2610.0,Barcelona,1.0,51.0
Cataluña,1250.0,Barcelona,2.0,90.0
Cataluña,1000.0,Barcelona,2.0,51.0
Cataluña,950.0,Barcelona,1.0,33.0
Cataluña,1500.0,Barcelona,4.0,120.0
Cataluña,930.0,Barcelona,3.0,58.0
Cataluña,1200.0,Barcelona,1.0,55.0
Cataluña,2700.0,Barcelona,3.0,150.0
Cataluña,2200.0,Barcelona,3.0,85.0
Cataluña,1100.0,Barcelona,2.0,80.0
Cataluña,1800.0,Barcelona,2.0,80.0
Cataluña,950.0,Barcelona,3.0,58.0
Cataluña,1000.0,Barcelona,1.0,50.0
Cataluña,775.0,Barcelona,3.0,128.0
Cataluña,3500.0,Barcelona,4.0,541.0
Cataluña,1500.0,Barcelona,1.0,50.0
Cataluña,1300.0,Barcelona,1.0,37.0
Cataluña,800.0,Barcelona,3.0,80.0
