Neighborhood,price_usd,province,Number_of_rooms,Square_meters
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
Madrid,1180.0,Madrid,2.0,84.0
Madrid,1475.0,Madrid,5.0,330.0
Madrid,1500.0,Madrid,2.0,80.0
Madrid,1300.0,Madrid,2.0,80.0
Madrid,950.0,Madrid,2.0,41.0
Madrid,2410.0,Madrid,3.0,120.0
Madrid,500.0,Madrid,1.0,56.0
Madrid,820.0,Madrid,1.0,49.0
Madrid,450.0,Madrid,1.0,50.0
Madrid,1300.0,Madrid,1.0,45.0
Madrid,1400.0,Madrid,3.0,70.0
Madrid,1360.0,Madrid,1.0,70.0
Madrid,790.0,Madrid,1.0,45.0
Madrid,2000.0,Madrid,2.0,81.0
Madrid,770.0,Madrid,2.0,65.0
Madrid,800.0,Madrid,1.0,80.0
Madrid,900.0,Madrid,1.0,46.0
Madrid,1550.0,Madrid,4.0,112.0
Madrid,6000.0,Madrid,4.0,275.0
Madrid,1400.0,Madrid,2.0,87.0
Madrid,2000.0,Madrid,2.0,110.0
Madrid,3000.0,Madrid,4.0,240.0
Madrid,1024.0,Madrid,2.0,80.0
Madrid,1050.0,Madrid,1.0,57.0
Madrid,1500.0,Madrid,2.0,82.0
Madrid,1695.0,Madrid,4.0,134.0
Madrid,1250.0,Madrid,2.0,65.0
